	Family	Source	orthogroup	species
Medtr7g056570	C2H2	from_orthogroup	4	medtr
Medtr0097s0060	C2H2	from_orthogroup	4	medtr
Medtr0097s0030	C2H2	from_orthogroup	4	medtr
Medtr5g069760	C2H2	from_orthogroup	4	medtr
Medtr5g087530	C2H2	from_orthogroup	4	medtr
Medtr5g069930	C2H2	from_orthogroup	4	medtr
Medtr5g096710	C2H2	from_orthogroup	4	medtr
Medtr5g011350	C2H2	from_orthogroup	4	medtr
Medtr5g056020	C2H2	from_orthogroup	4	medtr
Medtr5g069950	C2H2	from_orthogroup	4	medtr
Medtr5g068040	C2H2	from_orthogroup	4	medtr
Medtr5g058620	C2H2	from_orthogroup	4	medtr
Medtr5g043160	C2H2	from_orthogroup	4	medtr
Medtr5g022420	C2H2	from_orthogroup	4	medtr
Medtr5g017515	C2H2	from_orthogroup	4	medtr
Medtr0064s0070	C2H2	from_orthogroup	4	medtr
Medtr0064s0060	C2H2	from_orthogroup	4	medtr
Medtr1g442850	C2H2	from_orthogroup	4	medtr
Medtr1g047490	C2H2	from_orthogroup	4	medtr
Medtr1g112010	C2H2	from_orthogroup	4	medtr
Medtr1g088120	C2H2	from_orthogroup	4	medtr
Medtr1g058870	C2H2	from_orthogroup	4	medtr
Medtr1g058760	C2H2	from_orthogroup	4	medtr
Medtr1g015730	C2H2	from_orthogroup	4	medtr
Medtr1g097510	C2H2	from_orthogroup	4	medtr
Medtr1g054575	C2H2	from_orthogroup	4	medtr
Medtr1g015740	C2H2	from_orthogroup	4	medtr
Medtr1g029650	C2H2	from_orthogroup	4	medtr
Medtr1g097490	C2H2	from_orthogroup	4	medtr
Medtr1g016960	C2H2	from_orthogroup	4	medtr
Medtr1g094210	C2H2	from_orthogroup	4	medtr
Medtr1g050542	C2H2	from_orthogroup	4	medtr
Medtr1g097330	C2H2	from_orthogroup	4	medtr
Medtr1g097560	C2H2	from_orthogroup	4	medtr
Medtr1g071010	C2H2	from_orthogroup	4	medtr
Medtr0464s0020	C2H2	from_orthogroup	4	medtr
Medtr6g017280	C2H2	from_orthogroup	4	medtr
Medtr6g065510	C2H2	from_orthogroup	4	medtr
Medtr6g021880	C2H2	from_orthogroup	4	medtr
Medtr6g017305	C2H2	from_orthogroup	4	medtr
Medtr6g460450	C2H2	from_orthogroup	4	medtr
Medtr6g042600	C2H2	from_orthogroup	4	medtr
Medtr6g092560	C2H2	from_orthogroup	4	medtr
Medtr6g048150	C2H2	from_orthogroup	4	medtr
Medtr6g086920	C2H2	from_orthogroup	4	medtr
Medtr6g088385	C2H2	from_orthogroup	4	medtr
Medtr6g016285	C2H2	from_orthogroup	4	medtr
Medtr6g055210	C2H2	from_orthogroup	4	medtr
Medtr6g081280	C2H2	from_orthogroup	4	medtr
Medtr6g017270	C2H2	from_orthogroup	4	medtr
Medtr4g013180	C2H2	from_orthogroup	4	medtr
Medtr4g129160	C2H2	from_orthogroup	4	medtr
Medtr4g129190	C2H2	from_orthogroup	4	medtr
Medtr4g089125	C2H2	from_orthogroup	4	medtr
Medtr4g030830	C2H2	from_orthogroup	4	medtr
Medtr4g030110	C2H2	from_orthogroup	4	medtr
Medtr4g006350	C2H2	from_orthogroup	4	medtr
Medtr4g033495	C2H2	from_orthogroup	4	medtr
Medtr4g020000	C2H2	from_orthogroup	4	medtr
Medtr4g019990	C2H2	from_orthogroup	4	medtr
Medtr4g024910	C2H2	from_orthogroup	4	medtr
Medtr4g030790	C2H2	from_orthogroup	4	medtr
Medtr4g108820	C2H2	from_orthogroup	4	medtr
Medtr4g024890	C2H2	from_orthogroup	4	medtr
Medtr4g030980	C2H2	from_orthogroup	4	medtr
Medtr4g031020	C2H2	from_orthogroup	4	medtr
Medtr4g107820	C2H2	from_orthogroup	4	medtr
Medtr4g011660	C2H2	from_orthogroup	4	medtr
Medtr4g013185	C2H2	from_orthogroup	4	medtr
Medtr4g128320	C2H2	from_orthogroup	4	medtr
Medtr4g030880	C2H2	from_orthogroup	4	medtr
Medtr4g063955	C2H2	from_orthogroup	4	medtr
Medtr4g024870	C2H2	from_orthogroup	4	medtr
Medtr4g008790	C2H2	from_orthogroup	4	medtr
Medtr4g053510	C2H2	from_orthogroup	4	medtr
Medtr4g013175	C2H2	from_orthogroup	4	medtr
Medtr4g030090	C2H2	from_orthogroup	4	medtr
Medtr4g034860	C2H2	from_orthogroup	4	medtr
Medtr4g132550	C2H2	from_orthogroup	4	medtr
Medtr4g030760	C2H2	from_orthogroup	4	medtr
Medtr4g107780	C2H2	from_orthogroup	4	medtr
Medtr4g006840	C2H2	from_orthogroup	4	medtr
Medtr4g108810	C2H2	from_orthogroup	4	medtr
Medtr0354s0030	C2H2	from_orthogroup	4	medtr
PanWU01x14_342590	C2H2	from_orthogroup	4	paran
Potri.010G071300	C2H2	from_orthogroup	4	potri
Potri.010G251400	C2H2	from_orthogroup	4	potri
Potri.015G019300	C2H2	from_orthogroup	4	potri
Potri.005G254700	C2H2	from_orthogroup	4	potri
Potri.008G199800	C2H2	from_orthogroup	4	potri
Potri.008G199500	C2H2	from_orthogroup	4	potri
Potri.001G397400	C2H2	from_orthogroup	4	potri
zizju_XP_024927348	C2H2	from_orthogroup	4	zizju
zizju_XP_024927349	C2H2	from_orthogroup	4	zizju
AT1G05577	C2H2	from_orthogroup	6905	arath
Eucgr.G03420	C2H2	from_orthogroup	6905	eucgr
Eucgr.G03434	C2H2	from_orthogroup	6905	eucgr
Glyma.08G159000	C2H2	from_orthogroup	6905	glyma
Glyma.15G267400	C2H2	from_orthogroup	6905	glyma
PanWU01x14_228830	C2H2	from_orthogroup	6905	paran
zizju_XP_024925579	C2H2	from_orthogroup	6905	zizju
Medtr3g009410	C2H2	from_orthogroup	4203	medtr
Medtr3g012010	C2H2	from_orthogroup	4203	medtr
Medtr3g011970	C2H2	from_orthogroup	4203	medtr
Medtr8g466770	C2H2	from_orthogroup	4203	medtr
Medtr7g022980	C2H2	from_orthogroup	4203	medtr
Medtr7g022960	C2H2	from_orthogroup	4203	medtr
Medtr7g023010	C2H2	from_orthogroup	4203	medtr
Medtr5g008390	C2H2	from_orthogroup	4203	medtr
Medtr5g008320	C2H2	from_orthogroup	4203	medtr
Medtr5g008310	C2H2	from_orthogroup	4203	medtr
Cucsa.259860	C2H2	from_orthogroup	9430	cucsa
Eucgr.D02498	C2H2	from_orthogroup	9430	eucgr
Glyma.01G134100	C2H2	from_orthogroup	9430	glyma
Glyma.03G033750	C2H2	from_orthogroup	9430	glyma
Glyma.03G033700	C2H2	from_orthogroup	9430	glyma
PanWU01x14_147530	C2H2	from_orthogroup	9430	paran
Potri.002G143600	C2H2	from_orthogroup	9430	potri
Potri.014G066200	C2H2	from_orthogroup	9430	potri
zizju_XP_015866187	C2H2	from_orthogroup	9430	zizju
zizju_XP_024930874	C2H2	from_orthogroup	9430	zizju
Eucgr.I02692	C3H	from_orthogroup	11403	eucgr
Glyma.08G075000	C3H	from_orthogroup	11403	glyma
Glyma.05G120200	C3H	from_orthogroup	11403	glyma
Medtr4g094358	C3H	from_orthogroup	11403	medtr
Medtr4g094298	C3H	from_orthogroup	11403	medtr
PanWU01x14_227450	C3H	from_orthogroup	11403	paran
Potri.002G084750	C3H	from_orthogroup	11403	potri
Potri.014G132701	C2H2	from_orthogroup	22184	potri
AT5G56930	C3H	from_orthogroup	9192	arath
Eucgr.C01628	C3H	from_orthogroup	9192	eucgr
Eucgr.C01704	C3H	from_orthogroup	9192	eucgr
zizju_XP_015889235	C3H	from_orthogroup	9192	zizju
zizju_XP_015889236	C3H	from_orthogroup	9192	zizju
zizju_XP_015889237	C3H	from_orthogroup	9192	zizju
zizju_XP_024932237	C3H	from_orthogroup	9192	zizju
AT4G14200	C2H2	from_orthogroup	6564	arath
Eucgr.H02631	C2H2	from_orthogroup	6564	eucgr
Glyma.08G107100	C2H2	from_orthogroup	6564	glyma
Glyma.11G253800	C2H2	from_orthogroup	6564	glyma
Glyma.05G150200	C2H2	from_orthogroup	6564	glyma
Glyma.18G003300	C2H2	from_orthogroup	6564	glyma
PanWU01x14_186630	C2H2	from_orthogroup	6564	paran
Potri.002G235900	C2H2	from_orthogroup	6564	potri
zizju_XP_015887249	C2H2	from_orthogroup	6564	zizju
AT5G36930	MYB	from_orthogroup	21	arath
Cucsa.155730	MYB	from_orthogroup	21	cucsa
Cucsa.237390	MYB	from_orthogroup	21	cucsa
Cucsa.338650	MYB	from_orthogroup	21	cucsa
Cucsa.338660	MYB	from_orthogroup	21	cucsa
Eucgr.E01804	MYB	from_orthogroup	21	eucgr
Eucgr.E01836	MYB	from_orthogroup	21	eucgr
Eucgr.J02084	MYB	from_orthogroup	21	eucgr
Eucgr.C02718	MYB	from_orthogroup	21	eucgr
Eucgr.H03750	MYB	from_orthogroup	21	eucgr
Eucgr.H03761	MYB	from_orthogroup	21	eucgr
Eucgr.B01756	MYB	from_orthogroup	21	eucgr
Glyma.16G086700	MYB	from_orthogroup	21	glyma
Glyma.16G087100	MYB	from_orthogroup	21	glyma
Glyma.16G085700	MYB	from_orthogroup	21	glyma
Glyma.16G086500	MYB	from_orthogroup	21	glyma
Glyma.16G085200	MYB	from_orthogroup	21	glyma
Glyma.16G085400	MYB	from_orthogroup	21	glyma
Glyma.16G085900	MYB	from_orthogroup	21	glyma
Glyma.12G239200	MYB	from_orthogroup	21	glyma
Glyma.01G112200	MYB	from_orthogroup	21	glyma
Glyma.01G112300	MYB	from_orthogroup	21	glyma
Glyma.06G310000	MYB	from_orthogroup	21	glyma
Glyma.03G088000	MYB	from_orthogroup	21	glyma
Glyma.03G054100	MYB	from_orthogroup	21	glyma
Glyma.03G087600	MYB	from_orthogroup	21	glyma
Glyma.03G077400	MYB	from_orthogroup	21	glyma
Glyma.03G075300	MYB	from_orthogroup	21	glyma
Glyma.03G054500	MYB	from_orthogroup	21	glyma
Glyma.03G052800	MYB	from_orthogroup	21	glyma
Glyma.03G088100	MYB	from_orthogroup	21	glyma
Glyma.03G087500	MYB	from_orthogroup	21	glyma
Medtr3g072140	MYB	from_orthogroup	21	medtr
Medtr3g022930	MYB	from_orthogroup	21	medtr
Medtr3g012470	MYB	from_orthogroup	21	medtr
Medtr2g437560	MYB	from_orthogroup	21	medtr
Medtr2g450830	MYB	from_orthogroup	21	medtr
Medtr8g020430	MYB	from_orthogroup	21	medtr
Medtr8g011850	MYB	from_orthogroup	21	medtr
Medtr8g011710	MYB	from_orthogroup	21	medtr
Medtr8g011950	MYB	from_orthogroup	21	medtr
Medtr8g037235	MYB	from_orthogroup	21	medtr
Medtr8g012190	MYB	from_orthogroup	21	medtr
Medtr8g073730	MYB	from_orthogroup	21	medtr
Medtr8g012080	MYB	from_orthogroup	21	medtr
Medtr8g037220	MYB	from_orthogroup	21	medtr
Medtr8g012200	MYB	from_orthogroup	21	medtr
Medtr8g011725	MYB	from_orthogroup	21	medtr
Medtr8g012180	MYB	from_orthogroup	21	medtr
Medtr7g091540	MYB	from_orthogroup	21	medtr
Medtr7g088950	MYB	from_orthogroup	21	medtr
Medtr7g025250	MYB	from_orthogroup	21	medtr
Medtr5g047480	MYB	from_orthogroup	21	medtr
Medtr5g036240	MYB	from_orthogroup	21	medtr
Medtr5g047530	MYB	from_orthogroup	21	medtr
Medtr5g029950	MYB	from_orthogroup	21	medtr
Medtr5g071610	MYB	from_orthogroup	21	medtr
Medtr6g078420	MYB	from_orthogroup	21	medtr
Medtr6g015675	MYB	from_orthogroup	21	medtr
Medtr6g015680	MYB	from_orthogroup	21	medtr
Medtr6g015590	MYB	from_orthogroup	21	medtr
Medtr6g015745	MYB	from_orthogroup	21	medtr
Medtr6g015750	MYB	from_orthogroup	21	medtr
Medtr6g015720	MYB	from_orthogroup	21	medtr
Medtr6g015435	MYB	from_orthogroup	21	medtr
Medtr6g015510	MYB	from_orthogroup	21	medtr
Medtr6g015665	MYB	from_orthogroup	21	medtr
Medtr6g015430	MYB	from_orthogroup	21	medtr
Medtr6g015410	MYB	from_orthogroup	21	medtr
Medtr6g015580	MYB	from_orthogroup	21	medtr
Medtr6g016000	MYB	from_orthogroup	21	medtr
Medtr6g015490	MYB	from_orthogroup	21	medtr
Medtr6g015730	MYB	from_orthogroup	21	medtr
Medtr6g015775	MYB	from_orthogroup	21	medtr
Medtr6g015475	MYB	from_orthogroup	21	medtr
Medtr6g015405	MYB	from_orthogroup	21	medtr
Medtr6g015505	MYB	from_orthogroup	21	medtr
Medtr6g015695	MYB	from_orthogroup	21	medtr
Medtr0468s0010	MYB	from_orthogroup	21	medtr
Medtr0294s0010	MYB	from_orthogroup	21	medtr
Medtr4g068200	MYB	from_orthogroup	21	medtr
Medtr4g020640	MYB	from_orthogroup	21	medtr
Medtr4g020700	MYB	from_orthogroup	21	medtr
Medtr4g023400	MYB	from_orthogroup	21	medtr
Medtr4g015050	MYB	from_orthogroup	21	medtr
Medtr4g014990	MYB	from_orthogroup	21	medtr
Medtr4g020490	MYB	from_orthogroup	21	medtr
Medtr4g020550	MYB	from_orthogroup	21	medtr
Medtr4g021027	MYB	from_orthogroup	21	medtr
Medtr4g021057	MYB	from_orthogroup	21	medtr
Medtr4g021023	MYB	from_orthogroup	21	medtr
Medtr4g014570	MYB	from_orthogroup	21	medtr
Medtr4g020535	MYB	from_orthogroup	21	medtr
Medtr4g020850	MYB	from_orthogroup	21	medtr
Medtr4g021037	MYB	from_orthogroup	21	medtr
Medtr4g015030	MYB	from_orthogroup	21	medtr
Medtr4g015060	MYB	from_orthogroup	21	medtr
Medtr4g415080	MYB	from_orthogroup	21	medtr
Medtr4g021170	MYB	from_orthogroup	21	medtr
Medtr4g020590	MYB	from_orthogroup	21	medtr
Medtr4g021095	MYB	from_orthogroup	21	medtr
PanWU01x14_127300	MYB	from_orthogroup	21	paran
PanWU01x14_127310	MYB	from_orthogroup	21	paran
Potri.T001933	MYB	from_orthogroup	21	potri
Potri.T002066	MYB	from_orthogroup	21	potri
Potri.T001600	MYB	from_orthogroup	21	potri
Potri.T005300	MYB	from_orthogroup	21	potri
Potri.T005501	MYB	from_orthogroup	21	potri
Potri.T001700	MYB	from_orthogroup	21	potri
Potri.T002400	MYB	from_orthogroup	21	potri
Potri.T004501	MYB	from_orthogroup	21	potri
Potri.T002600	MYB	from_orthogroup	21	potri
Potri.T002900	MYB	from_orthogroup	21	potri
Potri.T004950	MYB	from_orthogroup	21	potri
Potri.T037601	MYB	from_orthogroup	21	potri
Potri.T039100	MYB	from_orthogroup	21	potri
Potri.T038900	MYB	from_orthogroup	21	potri
Potri.T039601	MYB	from_orthogroup	21	potri
Potri.013G037300	MYB	from_orthogroup	21	potri
Potri.003G014200	MYB	from_orthogroup	21	potri
Potri.003G084200	MYB	from_orthogroup	21	potri
Potri.011G009400	MYB	from_orthogroup	21	potri
Potri.011G008800	MYB	from_orthogroup	21	potri
Potri.011G008700	MYB	from_orthogroup	21	potri
Potri.011G009250	MYB	from_orthogroup	21	potri
Potri.011G013201	MYB	from_orthogroup	21	potri
Potri.T128200	MYB	from_orthogroup	21	potri
Potri.T127900	MYB	from_orthogroup	21	potri
Potri.T127700	MYB	from_orthogroup	21	potri
Potri.007G099700	MYB	from_orthogroup	21	potri
Potri.007G143300	MYB	from_orthogroup	21	potri
Potri.019G001600	MYB	from_orthogroup	21	potri
Potri.019G069200	MYB	from_orthogroup	21	potri
Potri.019G001701	MYB	from_orthogroup	21	potri
Potri.019G046000	MYB	from_orthogroup	21	potri
Potri.005G206400	MYB	from_orthogroup	21	potri
Potri.008G220200	MYB	from_orthogroup	21	potri
Potri.001G028700	MYB	from_orthogroup	21	potri
Potri.001G363400	MYB	from_orthogroup	21	potri
Potri.012G135700	MYB	from_orthogroup	21	potri
Potri.T112700	MYB	from_orthogroup	21	potri
Potri.T011750	MYB	from_orthogroup	21	potri
zizju_XP_015866606	MYB	from_orthogroup	21	zizju
zizju_XP_015880331	MYB	from_orthogroup	21	zizju
zizju_XP_015880341	MYB	from_orthogroup	21	zizju
zizju_XP_015880343	MYB	from_orthogroup	21	zizju
zizju_XP_015883786	MYB	from_orthogroup	21	zizju
zizju_XP_015893238	MYB	from_orthogroup	21	zizju
zizju_XP_015900983	MYB	from_orthogroup	21	zizju
zizju_XP_015901915	MYB	from_orthogroup	21	zizju
zizju_XP_015901918	MYB	from_orthogroup	21	zizju
zizju_XP_015901919	MYB	from_orthogroup	21	zizju
zizju_XP_024923477	MYB	from_orthogroup	21	zizju
zizju_XP_024923478	MYB	from_orthogroup	21	zizju
zizju_XP_024925268	MYB	from_orthogroup	21	zizju
zizju_XP_024928606	MYB	from_orthogroup	21	zizju
zizju_XP_024928607	MYB	from_orthogroup	21	zizju
zizju_XP_024928687	MYB	from_orthogroup	21	zizju
zizju_XP_024929008	MYB	from_orthogroup	21	zizju
zizju_XP_024929009	MYB	from_orthogroup	21	zizju
zizju_XP_024929227	MYB	from_orthogroup	21	zizju
zizju_XP_024933268	MYB	from_orthogroup	21	zizju
zizju_XP_024933783	MYB	from_orthogroup	21	zizju
AT3G07565	MYB_related	from_orthogroup	7140	arath
Cucsa.095530	MYB_related	from_orthogroup	7140	cucsa
Eucgr.G02017	MYB_related	from_orthogroup	7140	eucgr
Glyma.12G050300	MYB_related	from_orthogroup	7140	glyma
Glyma.15G028300	MYB_related	from_orthogroup	7140	glyma
Glyma.11G125700	MYB_related	from_orthogroup	7140	glyma
Glyma.13G346000	MYB_related	from_orthogroup	7140	glyma
PanWU01x14_130360	MYB_related	from_orthogroup	7140	paran
Potri.017G023300	MYB_related	from_orthogroup	7140	potri
Potri.007G132700	MYB_related	from_orthogroup	7140	potri
zizju_XP_015886660	MYB_related	from_orthogroup	7140	zizju
AT3G07740	MYB_related	from_orthogroup	10537	arath
Eucgr.A01029	MYB_related	from_orthogroup	10537	eucgr
Glyma.13G006200	MYB_related	from_orthogroup	10537	glyma
Medtr3g082790	MYB_related	from_orthogroup	10537	medtr
PanWU01x14_254680	MYB_related	from_orthogroup	10537	paran
Potri.014G166300	MYB_related	from_orthogroup	10537	potri
zizju_XP_015900772	MYB_related	from_orthogroup	10537	zizju
zizju_XP_015900773	MYB_related	from_orthogroup	10537	zizju
zizju_XP_024923007	MYB_related	from_orthogroup	10537	zizju
Medtr7g110040	MYB_related	from_orthogroup	17583	medtr
AT4G16420	MYB_related	from_orthogroup	3068	arath
Cucsa.319340	MYB_related	from_orthogroup	3068	cucsa
Eucgr.E03886	MYB_related	from_orthogroup	3068	eucgr
Glyma.15G117100	MYB_related	from_orthogroup	3068	glyma
Glyma.09G012500	MYB_related	from_orthogroup	3068	glyma
Medtr2g026310	MYB_related	from_orthogroup	3068	medtr
Medtr2g026380	MYB_related	from_orthogroup	3068	medtr
Potri.006G017300	MYB_related	from_orthogroup	3068	potri
Potri.016G007600	MYB_related	from_orthogroup	3068	potri
zizju_XP_015879283	MYB_related	from_orthogroup	3068	zizju
zizju_XP_015879292	MYB_related	from_orthogroup	3068	zizju
zizju_XP_015879299	MYB_related	from_orthogroup	3068	zizju
zizju_XP_015879306	MYB_related	from_orthogroup	3068	zizju
zizju_XP_024930807	MYB_related	from_orthogroup	3068	zizju
Eucgr.J01756	WRKY	from_orthogroup	16872	eucgr
Potri.003G222501	WRKY	from_orthogroup	16872	potri
Eucgr.G03275	bZIP	from_orthogroup	15727	eucgr
Glyma.11G157349	bZIP	from_orthogroup	15727	glyma
zizju_XP_015881914	bZIP	from_orthogroup	15727	zizju
Eucgr.B03518	SBP	from_orthogroup	14448	eucgr
zizju_XP_015894286	SBP	from_orthogroup	14448	zizju
zizju_XP_015894287	SBP	from_orthogroup	14448	zizju
zizju_XP_024933672	SBP	from_orthogroup	14448	zizju
Eucgr.E00512	bHLH	from_orthogroup	16857	eucgr
zizju_XP_015900346	bHLH	from_orthogroup	16857	zizju
zizju_XP_015881407	GRAS	from_orthogroup	16182	zizju
AT4G17060	Trihelix	from_orthogroup	17473	arath
zizju_XP_015896666	Trihelix	from_orthogroup	17473	zizju
zizju_XP_015868332	CPP	from_orthogroup	17390	zizju
zizju_XP_024924979	CPP	from_orthogroup	17390	zizju
zizju_XP_024924980	CPP	from_orthogroup	17390	zizju
zizju_XP_024927239	CPP	from_orthogroup	17390	zizju
zizju_XP_015873959	GRAS	from_orthogroup	16502	zizju
zizju_XP_015873960	GRAS	from_orthogroup	16502	zizju
zizju_XP_015883179	BES1	from_orthogroup	18414	zizju
Eucgr.F01064	NZZ/SPL	from_orthogroup	16921	eucgr
AT1G06500	Nin-like	from_orthogroup	6787	arath
Eucgr.A01992	Nin-like	from_orthogroup	6787	eucgr
Eucgr.A01996	Nin-like	from_orthogroup	6787	eucgr
Eucgr.A02009	Nin-like	from_orthogroup	6787	eucgr
Eucgr.A02000	Nin-like	from_orthogroup	6787	eucgr
Eucgr.A01998	Nin-like	from_orthogroup	6787	eucgr
Glyma.08G308800	Nin-like	from_orthogroup	6787	glyma
Glyma.18G107800	Nin-like	from_orthogroup	6787	glyma
Medtr3g047590	Nin-like	from_orthogroup	6787	medtr
PanWU01x14_089120	Nin-like	from_orthogroup	6787	paran
zizju_XP_015880065	Nin-like	from_orthogroup	6787	zizju
Eucgr.H00931	bZIP	from_orthogroup	17769	eucgr
Glyma.14G167100	bZIP	from_orthogroup	17769	glyma
Medtr5g060990	bZIP	from_orthogroup	17769	medtr
Eucgr.D02287	bHLH	from_orthogroup	11362	eucgr
Glyma.07G071000	bHLH	from_orthogroup	11362	glyma
Glyma.03G009500	bHLH	from_orthogroup	11362	glyma
PanWU01x14_276900	bHLH	from_orthogroup	11362	paran
Potri.014G083900	bHLH	from_orthogroup	11362	potri
zizju_XP_015888651	bHLH	from_orthogroup	11362	zizju
zizju_XP_015888663	bHLH	from_orthogroup	11362	zizju
zizju_XP_024931568	bHLH	from_orthogroup	11362	zizju
Eucgr.H02628	bHLH	from_orthogroup	15591	eucgr
zizju_XP_015870030	bHLH	from_orthogroup	15591	zizju
Eucgr.E00541	NAC	from_orthogroup	15635	eucgr
Eucgr.E00545	NAC	from_orthogroup	15635	eucgr
Eucgr.E00542	NAC	from_orthogroup	15635	eucgr
Eucgr.E00551	NAC	from_orthogroup	15635	eucgr
Eucgr.C01264	NAC	from_orthogroup	15635	eucgr
Eucgr.B01624	NAC	from_orthogroup	15635	eucgr
zizju_XP_015885861	bHLH	from_orthogroup	16124	zizju
Eucgr.B00731	bHLH	from_orthogroup	16111	eucgr
Eucgr.I02056	GRAS	from_orthogroup	16951	eucgr
zizju_XP_015880415	GRAS	from_orthogroup	16951	zizju
Potri.013G038301	CPP	from_orthogroup	15314	potri
zizju_XP_015875386	CPP	from_orthogroup	15314	zizju
zizju_XP_015875387	CPP	from_orthogroup	15314	zizju
zizju_XP_015875388	CPP	from_orthogroup	15314	zizju
zizju_XP_015875389	CPP	from_orthogroup	15314	zizju
Eucgr.H04738	bHLH	from_orthogroup	15670	eucgr
zizju_XP_015890729	bHLH	from_orthogroup	15670	zizju
zizju_XP_015890731	bHLH	from_orthogroup	15670	zizju
AT5G50010	bHLH	from_orthogroup	2862	arath
Cucsa.160430	bHLH	from_orthogroup	2862	cucsa
Eucgr.F00406	bHLH	from_orthogroup	2862	eucgr
Eucgr.F02127	bHLH	from_orthogroup	2862	eucgr
Glyma.04G092900	bHLH	from_orthogroup	2862	glyma
Glyma.02G212200	bHLH	from_orthogroup	2862	glyma
Glyma.14G179900	bHLH	from_orthogroup	2862	glyma
Glyma.06G094700	bHLH	from_orthogroup	2862	glyma
Medtr3g098450	bHLH	from_orthogroup	2862	medtr
Medtr5g065670	bHLH	from_orthogroup	2862	medtr
PanWU01x14_131100	bHLH	from_orthogroup	2862	paran
Potri.002G103300	bHLH	from_orthogroup	2862	potri
zizju_XP_015874190	bHLH	from_orthogroup	2862	zizju
zizju_XP_015874191	bHLH	from_orthogroup	2862	zizju
zizju_XP_024927037	bHLH	from_orthogroup	2862	zizju
zizju_XP_024927039	bHLH	from_orthogroup	2862	zizju
zizju_XP_024931777	FAR1	from_orthogroup	18544	zizju
zizju_XP_024931778	FAR1	from_orthogroup	18544	zizju
PanWU01x14_112990	bHLH	from_orthogroup	17367	paran
zizju_XP_015888932	bHLH	from_orthogroup	17367	zizju
zizju_XP_015888933	bHLH	from_orthogroup	17367	zizju
zizju_XP_015878771	TCP	from_orthogroup	17368	zizju
Potri.018G049666	Trihelix	from_orthogroup	15301	potri
zizju_XP_015884410	Trihelix	from_orthogroup	15301	zizju
zizju_XP_015884411	Trihelix	from_orthogroup	15301	zizju
zizju_XP_024930915	Trihelix	from_orthogroup	15301	zizju
zizju_XP_015886995	FAR1	from_orthogroup	18448	zizju
zizju_XP_015886952	FAR1	from_orthogroup	3496	zizju
zizju_XP_015886953	FAR1	from_orthogroup	3496	zizju
zizju_XP_015886983	FAR1	from_orthogroup	3496	zizju
zizju_XP_015886985	FAR1	from_orthogroup	3496	zizju
zizju_XP_024931431	FAR1	from_orthogroup	3496	zizju
zizju_XP_024931433	FAR1	from_orthogroup	3496	zizju
zizju_XP_024931434	FAR1	from_orthogroup	3496	zizju
zizju_XP_024931435	FAR1	from_orthogroup	3496	zizju
zizju_XP_024931436	FAR1	from_orthogroup	3496	zizju
zizju_XP_024931437	FAR1	from_orthogroup	3496	zizju
zizju_XP_024931438	FAR1	from_orthogroup	3496	zizju
zizju_XP_024931439	FAR1	from_orthogroup	3496	zizju
zizju_XP_024931440	FAR1	from_orthogroup	3496	zizju
zizju_XP_024931441	FAR1	from_orthogroup	3496	zizju
Eucgr.E01986	FAR1	from_orthogroup	13332	eucgr
Eucgr.C03166	FAR1	from_orthogroup	13332	eucgr
Eucgr.H01407	FAR1	from_orthogroup	13332	eucgr
Eucgr.B00042	FAR1	from_orthogroup	13332	eucgr
Eucgr.F00557	FAR1	from_orthogroup	13332	eucgr
Eucgr.I00868	FAR1	from_orthogroup	13332	eucgr
Eucgr.I00733	FAR1	from_orthogroup	13332	eucgr
Eucgr.G00741	FAR1	from_orthogroup	13332	eucgr
Eucgr.L03237	FAR1	from_orthogroup	13332	eucgr
Eucgr.G02634	FAR1	from_orthogroup	17813	eucgr
zizju_XP_015876191	FAR1	from_orthogroup	17813	zizju
zizju_XP_024927403	FAR1	from_orthogroup	17813	zizju
AT5G04840	bZIP	from_orthogroup	7454	arath
Cucsa.282780	bZIP	from_orthogroup	7454	cucsa
Eucgr.J00290	bZIP	from_orthogroup	7454	eucgr
Potri.010G242800	bZIP	from_orthogroup	7454	potri
zizju_XP_015876488	bZIP	from_orthogroup	7454	zizju
zizju_XP_015876489	bZIP	from_orthogroup	7454	zizju
zizju_XP_015876490	bZIP	from_orthogroup	7454	zizju
zizju_XP_015876491	bZIP	from_orthogroup	7454	zizju
zizju_XP_024928007	bZIP	from_orthogroup	7454	zizju
zizju_XP_024928008	bZIP	from_orthogroup	7454	zizju
Glyma.02G094000	bHLH	from_orthogroup	5105	glyma
PanWU01x14_243660	bHLH	from_orthogroup	5105	paran
zizju_NP_001310792	bHLH	from_orthogroup	5105	zizju
zizju_XP_015876980	bHLH	from_orthogroup	5105	zizju
zizju_XP_015876981	bHLH	from_orthogroup	5105	zizju
zizju_XP_015876982	bHLH	from_orthogroup	5105	zizju
zizju_XP_015876983	bHLH	from_orthogroup	5105	zizju
zizju_XP_015876984	bHLH	from_orthogroup	5105	zizju
zizju_XP_015876985	bHLH	from_orthogroup	5105	zizju
zizju_XP_024927065	bHLH	from_orthogroup	5105	zizju
zizju_XP_024927066	bHLH	from_orthogroup	5105	zizju
zizju_XP_015875767	FAR1	from_orthogroup	18560	zizju
zizju_XP_015875768	FAR1	from_orthogroup	18560	zizju
zizju_XP_024926385	FAR1	from_orthogroup	18560	zizju
Cucsa.099640	Nin-like	from_orthogroup	21074	cucsa
