TF_ID	Family	Gene_ID	Orthogroup	Source	Species
PanWU01x14_118260.1	M-type_MADS	PanWU01x14_118260	OG0000147	TFDB	paran
PanWU01x14_146850.1	M-type_MADS	PanWU01x14_146850	OG0015181	TFDB	paran
PanWU01x14_158200.1	M-type_MADS	PanWU01x14_158200	OG0000284	TFDB	paran
PanWU01x14_163680.1	M-type_MADS	PanWU01x14_163680	OG0000085	TFDB	paran
PanWU01x14_190890.1	M-type_MADS	PanWU01x14_190890	OG0000085	TFDB	paran
PanWU01x14_190900.1	M-type_MADS	PanWU01x14_190900	OG0000085	TFDB	paran
PanWU01x14_196220.1	M-type_MADS	PanWU01x14_196220	OG0015064	TFDB	paran
PanWU01x14_196820.1	M-type_MADS	PanWU01x14_196820	OG0003158	TFDB	paran
PanWU01x14_222220.1	M-type_MADS	PanWU01x14_222220	OG0023970	TFDB	paran
PanWU01x14_260010.1	M-type_MADS	PanWU01x14_260010	OG0000284	TFDB	paran
PanWU01x14_284820.1	M-type_MADS	PanWU01x14_284820	OG0017998	TFDB	paran
PanWU01x14_287520.1	M-type_MADS	PanWU01x14_287520	OG0000085	TFDB	paran
PanWU01x14_287530.1	M-type_MADS	PanWU01x14_287530	OG0000085	TFDB	paran
PanWU01x14_300810.1	M-type_MADS	PanWU01x14_300810	OG0001153	TFDB	paran
PanWU01x14_300820.1	M-type_MADS	PanWU01x14_300820	OG0000085	TFDB	paran
PanWU01x14_300840.1	M-type_MADS	PanWU01x14_300840	OG0000085	TFDB	paran
PanWU01x14_300860.1	M-type_MADS	PanWU01x14_300860	OG0000085	TFDB	paran
PanWU01x14_300870.1	M-type_MADS	PanWU01x14_300870	OG0000085	TFDB	paran
PanWU01x14_300880.1	M-type_MADS	PanWU01x14_300880	OG0000085	TFDB	paran
PanWU01x14_325770.1	M-type_MADS	PanWU01x14_325770	OG0003158	TFDB	paran
PanWU01x14_334730.1	M-type_MADS	PanWU01x14_334730	OG0000284	TFDB	paran
PanWU01x14_371490.1	M-type_MADS	PanWU01x14_371490	OG0015181	TFDB	paran
PanWU01x14_056970.1	GRF	PanWU01x14_056970	OG0014355	TFDB	paran
PanWU01x14_068280.1	GRF	PanWU01x14_068280	OG0012040	TFDB	paran
PanWU01x14_115710.1	GRF	PanWU01x14_115710	OG0002339	TFDB	paran
PanWU01x14_173590.1	GRF	PanWU01x14_173590	OG0015903	TFDB	paran
PanWU01x14_200790.1	GRF	PanWU01x14_200790	OG0000622	TFDB	paran
PanWU01x14_278660.1	GRF	PanWU01x14_278660	OG0005781	TFDB	paran
PanWU01x14_298210.1	GRF	PanWU01x14_298210	OG0002339	TFDB	paran
PanWU01x14_308900.1	GRF	PanWU01x14_308900	OG0000622	TFDB	paran
PanWU01x14_338130.1	GRF	PanWU01x14_338130	OG0010522	TFDB	paran
PanWU01x14_003110.1	HB-other	PanWU01x14_003110	OG0007666	TFDB	paran
PanWU01x14_040250.1	HB-other	PanWU01x14_040250	OG0004320	TFDB	paran
PanWU01x14_074070.1	HB-other	PanWU01x14_074070	OG0011240	TFDB	paran
PanWU01x14_082860.1	HB-other	PanWU01x14_082860	OG0007666	TFDB	paran
PanWU01x14_175660.1	HB-other	PanWU01x14_175660	OG0007379	TFDB	paran
PanWU01x14_238570.1	HB-other	PanWU01x14_238570	None	TFDB	paran
PanWU01x14_249630.1	HB-other	PanWU01x14_249630	OG0001884	TFDB	paran
PanWU01x14_266840.1	HB-other	PanWU01x14_266840	OG0001884	TFDB	paran
PanWU01x14_308130.1	HB-other	PanWU01x14_308130	OG0009019	TFDB	paran
PanWU01x14_326900.1	HB-other	PanWU01x14_326900	OG0013695	TFDB	paran
PanWU01x14_139310.1	WOX	PanWU01x14_139310	OG0012610	TFDB	paran
PanWU01x14_119590.1	WOX	PanWU01x14_119590	OG0005534	TFDB	paran
PanWU01x14_306960.1	WOX	PanWU01x14_306960	OG0006912	TFDB	paran
PanWU01x14_162660.1	WOX	PanWU01x14_162660	OG0006278	TFDB	paran
PanWU01x14_140320.1	WOX	PanWU01x14_140320	OG0004229	TFDB	paran
PanWU01x14_090820.1	WOX	PanWU01x14_090820	OG0007076	TFDB	paran
PanWU01x14_022820.1	WOX	PanWU01x14_022820	OG0003626	TFDB	paran
PanWU01x14_016860.1	WOX	PanWU01x14_016860	OG0018984	TFDB	paran
PanWU01x14_124120.1	WOX	PanWU01x14_124120	OG0006019	TFDB	paran
PanWU01x14_226590.1	WOX	PanWU01x14_226590	OG0001955	TFDB	paran
PanWU01x14_032060.1	WOX	PanWU01x14_032060	OG0001955	TFDB	paran
PanWU01x14_345430.1	WOX	PanWU01x14_345430	OG0001955	TFDB	paran
PanWU01x14_003570.1	TALE	PanWU01x14_003570	OG0001448	TFDB	paran
PanWU01x14_134040.1	TALE	PanWU01x14_134040	OG0003636	TFDB	paran
PanWU01x14_198290.1	TALE	PanWU01x14_198290	OG0003596	TFDB	paran
PanWU01x14_280530.1	TALE	PanWU01x14_280530	OG0006241	TFDB	paran
PanWU01x14_049950.1	TALE	PanWU01x14_049950	OG0001448	TFDB	paran
PanWU01x14_213510.1	TALE	PanWU01x14_213510	OG0021450	TFDB	paran
PanWU01x14_252160.1	TALE	PanWU01x14_252160	OG0005810	TFDB	paran
PanWU01x14_156480.1	TALE	PanWU01x14_156480	OG0003775	TFDB	paran
PanWU01x14_049960.1	TALE	PanWU01x14_049960	OG0008159	TFDB	paran
PanWU01x14_100570.1	TALE	PanWU01x14_100570	OG0003775	TFDB	paran
PanWU01x14_354110.1	HD-ZIP	PanWU01x14_354110	OG0010984	TFDB	paran
PanWU01x14_333550.1	HD-ZIP	PanWU01x14_333550	OG0001499	TFDB	paran
PanWU01x14_353440.1	HD-ZIP	PanWU01x14_353440	OG0001110	TFDB	paran
PanWU01x14_276190.1	HD-ZIP	PanWU01x14_276190	OG0000886	TFDB	paran
PanWU01x14_289700.1	HD-ZIP	PanWU01x14_289700	OG0003639	TFDB	paran
PanWU01x14_298970.1	HD-ZIP	PanWU01x14_298970	OG0001110	TFDB	paran
PanWU01x14_016980.1	HD-ZIP	PanWU01x14_016980	OG0002751	TFDB	paran
PanWU01x14_244890.1	HD-ZIP	PanWU01x14_244890	OG0014464	TFDB	paran
PanWU01x14_266430.1	HD-ZIP	PanWU01x14_266430	OG0002751	TFDB	paran
PanWU01x14_150110.1	HD-ZIP	PanWU01x14_150110	OG0000886	TFDB	paran
PanWU01x14_003730.1	HD-ZIP	PanWU01x14_003730	OG0004114	TFDB	paran
PanWU01x14_102890.1	HD-ZIP	PanWU01x14_102890	OG0001499	TFDB	paran
PanWU01x14_116030.1	HD-ZIP	PanWU01x14_116030	OG0024101	TFDB	paran
PanWU01x14_252380.1	HD-ZIP	PanWU01x14_252380	OG0004156	TFDB	paran
PanWU01x14_068390.1	HD-ZIP	PanWU01x14_068390	OG0013140	TFDB	paran
PanWU01x14_016650.1	HD-ZIP	PanWU01x14_016650	OG0010604	TFDB	paran
PanWU01x14_183340.1	HD-ZIP	PanWU01x14_183340	OG0006307	TFDB	paran
PanWU01x14_040950.1	HD-ZIP	PanWU01x14_040950	OG0007016	TFDB	paran
PanWU01x14_057210.1	HD-ZIP	PanWU01x14_057210	OG0015727	TFDB	paran
PanWU01x14_308260.1	HD-ZIP	PanWU01x14_308260	OG0006204	TFDB	paran
PanWU01x14_266790.1	HD-ZIP	PanWU01x14_266790	OG0006204	TFDB	paran
PanWU01x14_211410.1	TALE	PanWU01x14_211410	OG0003571	TFDB	paran
PanWU01x14_287890.1	TALE	PanWU01x14_287890	OG0003571	TFDB	paran
PanWU01x14_319010.1	TALE	PanWU01x14_319010	None	TFDB	paran
PanWU01x14_066100.1	TALE	PanWU01x14_066100	OG0003105	TFDB	paran
PanWU01x14_033300.1	TALE	PanWU01x14_033300	OG0009238	TFDB	paran
PanWU01x14_074340.1	TALE	PanWU01x14_074340	OG0001293	TFDB	paran
PanWU01x14_263440.1	TALE	PanWU01x14_263440	OG0003105	TFDB	paran
PanWU01x14_173910.1	TALE	PanWU01x14_173910	OG0006742	TFDB	paran
PanWU01x14_105440.1	TALE	PanWU01x14_105440	OG0001293	TFDB	paran
PanWU01x14_362930.1	HD-ZIP	PanWU01x14_362930	OG0005677	TFDB	paran
PanWU01x14_093500.1	HD-ZIP	PanWU01x14_093500	OG0001227	TFDB	paran
PanWU01x14_126150.1	HD-ZIP	PanWU01x14_126150	OG0001227	TFDB	paran
PanWU01x14_177580.1	HD-ZIP	PanWU01x14_177580	OG0001227	TFDB	paran
PanWU01x14_287740.1	HD-ZIP	PanWU01x14_287740	OG0003278	TFDB	paran
PanWU01x14_350750.1	HD-ZIP	PanWU01x14_350750	OG0001103	TFDB	paran
PanWU01x14_220680.1	HD-ZIP	PanWU01x14_220680	OG0003278	TFDB	paran
PanWU01x14_195660.1	HD-ZIP	PanWU01x14_195660	OG0002092	TFDB	paran
PanWU01x14_100020.1	HD-ZIP	PanWU01x14_100020	OG0002092	TFDB	paran
PanWU01x14_192730.1	HD-ZIP	PanWU01x14_192730	OG0001861	TFDB	paran
PanWU01x14_031180.1	HD-ZIP	PanWU01x14_031180	OG0001861	TFDB	paran
PanWU01x14_346760.1	HD-ZIP	PanWU01x14_346760	OG0001227	TFDB	paran
PanWU01x14_271090.1	HD-ZIP	PanWU01x14_271090	OG0007409	TFDB	paran
PanWU01x14_047260.1	HD-ZIP	PanWU01x14_047260	OG0001103	TFDB	paran
PanWU01x14_053550.1	HB-PHD	PanWU01x14_053550	OG0006126	TFDB	paran
PanWU01x14_048030.1	HB-PHD	PanWU01x14_048030	OG0008870	TFDB	paran
PanWU01x14_003300.1	C2H2	PanWU01x14_003300	OG0007942	TFDB	paran
PanWU01x14_007580.1	C3H	PanWU01x14_007580	OG0004284	TFDB	paran
PanWU01x14_008870.1	C2H2	PanWU01x14_008870	OG0001220	TFDB	paran
PanWU01x14_012850.1	C2H2	PanWU01x14_012850	OG0001206	TFDB	paran
PanWU01x14_012900.1	C2H2	PanWU01x14_012900	OG0001206	TFDB	paran
PanWU01x14_013690.1	C2H2	PanWU01x14_013690	OG0002054	TFDB	paran
PanWU01x14_014400.1	C2H2	PanWU01x14_014400	OG0016767	TFDB	paran
PanWU01x14_014810.1	C3H	PanWU01x14_014810	OG0001365	TFDB	paran
PanWU01x14_020530.1	C3H	PanWU01x14_020530	OG0004203	TFDB	paran
PanWU01x14_021550.1	C2H2	PanWU01x14_021550	OG0000710	TFDB	paran
PanWU01x14_021960.1	C3H	PanWU01x14_021960	OG0008402	TFDB	paran
PanWU01x14_026550.1	C3H	PanWU01x14_026550	OG0013712	TFDB	paran
PanWU01x14_031450.1	C2H2	PanWU01x14_031450	OG0006647	TFDB	paran
PanWU01x14_033370.1	C3H	PanWU01x14_033370	OG0002926	TFDB	paran
PanWU01x14_042430.1	C2H2	PanWU01x14_042430	OG0002397	TFDB	paran
PanWU01x14_048590.1	C2H2	PanWU01x14_048590	OG0001033	TFDB	paran
PanWU01x14_050300.1	C3H	PanWU01x14_050300	OG0002350	TFDB	paran
PanWU01x14_056450.1	C3H	PanWU01x14_056450	OG0012432	TFDB	paran
PanWU01x14_063060.1	C2H2	PanWU01x14_063060	OG0000198	TFDB	paran
PanWU01x14_064070.1	C2H2	PanWU01x14_064070	OG0014593	TFDB	paran
PanWU01x14_064720.1	C2H2	PanWU01x14_064720	OG0001808	TFDB	paran
PanWU01x14_065120.1	C3H	PanWU01x14_065120	OG0007205	TFDB	paran
PanWU01x14_077660.1	C2H2	PanWU01x14_077660	OG0008180	TFDB	paran
PanWU01x14_079370.1	C3H	PanWU01x14_079370	OG0008840	TFDB	paran
PanWU01x14_080170.1	C2H2	PanWU01x14_080170	OG0010621	TFDB	paran
PanWU01x14_083860.1	C3H	PanWU01x14_083860	OG0007367	TFDB	paran
PanWU01x14_087350.1	C3H	PanWU01x14_087350	OG0011954	TFDB	paran
PanWU01x14_089940.1	C2H2	PanWU01x14_089940	OG0001734	TFDB	paran
PanWU01x14_092060.1	C2H2	PanWU01x14_092060	OG0001220	TFDB	paran
PanWU01x14_095750.1	C2H2	PanWU01x14_095750	OG0002054	TFDB	paran
PanWU01x14_101320.1	C2H2	PanWU01x14_101320	OG0005902	TFDB	paran
PanWU01x14_103350.1	C2H2	PanWU01x14_103350	OG0001116	TFDB	paran
PanWU01x14_108540.1	C3H	PanWU01x14_108540	OG0010187	TFDB	paran
PanWU01x14_111130.1	C2H2	PanWU01x14_111130	OG0004858	TFDB	paran
PanWU01x14_118300.1	C2H2	PanWU01x14_118300	OG0001808	TFDB	paran
PanWU01x14_119530.1	C2H2	PanWU01x14_119530	OG0013226	TFDB	paran
PanWU01x14_129510.1	LSD	PanWU01x14_129510	OG0005156	TFDB	paran
PanWU01x14_134120.1	C3H	PanWU01x14_134120	OG0001365	TFDB	paran
PanWU01x14_136980.1	C2H2	PanWU01x14_136980	OG0008410	TFDB	paran
PanWU01x14_136990.1	C2H2	PanWU01x14_136990	OG0001778	TFDB	paran
PanWU01x14_138150.1	C3H	PanWU01x14_138150	OG0002926	TFDB	paran
PanWU01x14_143270.1	C2H2	PanWU01x14_143270	OG0014646	TFDB	paran
PanWU01x14_146730.1	C2H2	PanWU01x14_146730	OG0011904	TFDB	paran
PanWU01x14_154580.1	C3H	PanWU01x14_154580	OG0002533	TFDB	paran
PanWU01x14_156160.1	C2H2	PanWU01x14_156160	OG0016214	TFDB	paran
PanWU01x14_156910.1	C2H2	PanWU01x14_156910	OG0012055	TFDB	paran
PanWU01x14_158630.1	C2H2	PanWU01x14_158630	OG0006490	TFDB	paran
PanWU01x14_161360.1	C2H2	PanWU01x14_161360	OG0002605	TFDB	paran
PanWU01x14_161750.1	C3H	PanWU01x14_161750	OG0023124	TFDB	paran
PanWU01x14_166370.1	LSD	PanWU01x14_166370	OG0013844	TFDB	paran
PanWU01x14_168670.1	C2H2	PanWU01x14_168670	OG0002499	TFDB	paran
PanWU01x14_175540.1	C2H2	PanWU01x14_175540	OG0001135	TFDB	paran
PanWU01x14_175630.1	C2H2	PanWU01x14_175630	OG0012013	TFDB	paran
PanWU01x14_175730.1	C3H	PanWU01x14_175730	OG0008510	TFDB	paran
PanWU01x14_176400.1	C2H2	PanWU01x14_176400	OG0004312	TFDB	paran
PanWU01x14_176520.1	LSD	PanWU01x14_176520	OG0008341	TFDB	paran
PanWU01x14_182040.1	C2H2	PanWU01x14_182040	OG0001320	TFDB	paran
PanWU01x14_183110.1	C2H2	PanWU01x14_183110	OG0001273	TFDB	paran
PanWU01x14_188580.1	C2H2	PanWU01x14_188580	OG0004412	TFDB	paran
PanWU01x14_188620.1	C2H2	PanWU01x14_188620	OG0000530	TFDB	paran
PanWU01x14_195130.1	C2H2	PanWU01x14_195130	OG0007329	TFDB	paran
PanWU01x14_196710.1	C2H2	PanWU01x14_196710	OG0001033	TFDB	paran
PanWU01x14_198460.1	C2H2	PanWU01x14_198460	OG0001734	TFDB	paran
PanWU01x14_202380.1	C2H2	PanWU01x14_202380	OG0001273	TFDB	paran
PanWU01x14_210500.1	C3H	PanWU01x14_210500	OG0001395	TFDB	paran
PanWU01x14_214340.1	C2H2	PanWU01x14_214340	OG0003741	TFDB	paran
PanWU01x14_217950.1	C3H	PanWU01x14_217950	OG0019909	TFDB	paran
PanWU01x14_217990.1	C3H	PanWU01x14_217990	OG0007064	TFDB	paran
PanWU01x14_218880.1	C2H2	PanWU01x14_218880	OG0014457	TFDB	paran
PanWU01x14_223390.1	C3H	PanWU01x14_223390	OG0013302	TFDB	paran
PanWU01x14_226440.1	C2H2	PanWU01x14_226440	OG0009113	TFDB	paran
PanWU01x14_229760.1	C2H2	PanWU01x14_229760	OG0000198	TFDB	paran
PanWU01x14_231200.1	C3H	PanWU01x14_231200	OG0002350	TFDB	paran
PanWU01x14_232730.1	C2H2	PanWU01x14_232730	OG0000530	TFDB	paran
PanWU01x14_233590.1	C3H	PanWU01x14_233590	OG0016108	TFDB	paran
PanWU01x14_234980.1	C2H2	PanWU01x14_234980	OG0009090	TFDB	paran
PanWU01x14_235160.1	C2H2	PanWU01x14_235160	OG0005693	TFDB	paran
PanWU01x14_235200.1	C3H	PanWU01x14_235200	OG0001395	TFDB	paran
PanWU01x14_239430.1	C2H2	PanWU01x14_239430	OG0001320	TFDB	paran
PanWU01x14_240030.1	C3H	PanWU01x14_240030	OG0010027	TFDB	paran
PanWU01x14_242820.1	C2H2	PanWU01x14_242820	OG0013376	TFDB	paran
PanWU01x14_244670.1	C2H2	PanWU01x14_244670	OG0023702	TFDB	paran
PanWU01x14_245740.1	C2H2	PanWU01x14_245740	OG0002605	TFDB	paran
PanWU01x14_249010.1	C3H	PanWU01x14_249010	OG0006245	TFDB	paran
PanWU01x14_250950.1	C2H2	PanWU01x14_250950	OG0008210	TFDB	paran
PanWU01x14_257610.1	C3H	PanWU01x14_257610	OG0004258	TFDB	paran
PanWU01x14_257620.1	C2H2	PanWU01x14_257620	OG0005954	TFDB	paran
PanWU01x14_258840.1	C3H	PanWU01x14_258840	OG0004944	TFDB	paran
PanWU01x14_261800.1	C2H2	PanWU01x14_261800	None	TFDB	paran
PanWU01x14_266750.1	C2H2	PanWU01x14_266750	OG0004027	TFDB	paran
PanWU01x14_272620.1	C3H	PanWU01x14_272620	OG0014013	TFDB	paran
PanWU01x14_274520.1	C2H2	PanWU01x14_274520	OG0008844	TFDB	paran
PanWU01x14_274530.1	C2H2	PanWU01x14_274530	OG0001778	TFDB	paran
PanWU01x14_279160.1	C2H2	PanWU01x14_279160	OG0018741	TFDB	paran
PanWU01x14_286890.1	C2H2	PanWU01x14_286890	OG0002605	TFDB	paran
PanWU01x14_294700.1	C2H2	PanWU01x14_294700	OG0014985	TFDB	paran
PanWU01x14_295640.1	C2H2	PanWU01x14_295640	OG0001030	TFDB	paran
PanWU01x14_297060.1	C2H2	PanWU01x14_297060	OG0014128	TFDB	paran
PanWU01x14_306200.1	C3H	PanWU01x14_306200	OG0008121	TFDB	paran
PanWU01x14_306790.1	C3H	PanWU01x14_306790	OG0001881	TFDB	paran
PanWU01x14_308040.1	C2H2	PanWU01x14_308040	OG0001116	TFDB	paran
PanWU01x14_315190.1	C2H2	PanWU01x14_315190	OG0019448	TFDB	paran
PanWU01x14_316880.1	C3H	PanWU01x14_316880	OG0008600	TFDB	paran
PanWU01x14_317370.1	C2H2	PanWU01x14_317370	OG0015007	TFDB	paran
PanWU01x14_324080.1	C3H	PanWU01x14_324080	OG0012991	TFDB	paran
PanWU01x14_329580.1	C3H	PanWU01x14_329580	OG0008799	TFDB	paran
PanWU01x14_329610.1	C2H2	PanWU01x14_329610	OG0019547	TFDB	paran
PanWU01x14_334440.1	C2H2	PanWU01x14_334440	OG0000530	TFDB	paran
PanWU01x14_334580.1	C2H2	PanWU01x14_334580	OG0000530	TFDB	paran
PanWU01x14_338800.1	C3H	PanWU01x14_338800	OG0023361	TFDB	paran
PanWU01x14_341100.1	C3H	PanWU01x14_341100	OG0003563	TFDB	paran
PanWU01x14_356210.1	C2H2	PanWU01x14_356210	OG0002397	TFDB	paran
PanWU01x14_356220.1	C2H2	PanWU01x14_356220	OG0001145	TFDB	paran
PanWU01x14_359550.1	C2H2	PanWU01x14_359550	OG0010323	TFDB	paran
PanWU01x14_360960.1	C2H2	PanWU01x14_360960	OG0004798	TFDB	paran
PanWU01x14_364470.1	C2H2	PanWU01x14_364470	OG0009372	TFDB	paran
PanWU01x14_367790.1	C2H2	PanWU01x14_367790	OG0002499	TFDB	paran
PanWU01x14_000800.1	MYB	PanWU01x14_000800	OG0001996	TFDB	paran
PanWU01x14_000810.1	MYB	PanWU01x14_000810	OG0007819	TFDB	paran
PanWU01x14_000930.1	MYB	PanWU01x14_000930	OG0001177	TFDB	paran
PanWU01x14_014970.1	MYB	PanWU01x14_014970	OG0013363	TFDB	paran
PanWU01x14_016300.1	MYB	PanWU01x14_016300	OG0002000	TFDB	paran
PanWU01x14_018990.1	MYB	PanWU01x14_018990	OG0002284	TFDB	paran
PanWU01x14_021120.1	MYB	PanWU01x14_021120	OG0002664	TFDB	paran
PanWU01x14_025920.1	MYB	PanWU01x14_025920	OG0002000	TFDB	paran
PanWU01x14_027190.1	MYB	PanWU01x14_027190	OG0001730	TFDB	paran
PanWU01x14_029910.1	MYB	PanWU01x14_029910	OG0000372	TFDB	paran
PanWU01x14_029920.1	MYB	PanWU01x14_029920	OG0000372	TFDB	paran
PanWU01x14_035680.1	MYB	PanWU01x14_035680	OG0004376	TFDB	paran
PanWU01x14_044730.1	MYB	PanWU01x14_044730	OG0005904	TFDB	paran
PanWU01x14_047490.1	MYB	PanWU01x14_047490	OG0000831	TFDB	paran
PanWU01x14_049050.1	MYB	PanWU01x14_049050	OG0009783	TFDB	paran
PanWU01x14_049500.1	MYB	PanWU01x14_049500	OG0002909	TFDB	paran
PanWU01x14_056650.1	MYB	PanWU01x14_056650	OG0006005	TFDB	paran
PanWU01x14_057700.1	MYB	PanWU01x14_057700	OG0018649	TFDB	paran
PanWU01x14_066560.1	MYB	PanWU01x14_066560	OG0004506	TFDB	paran
PanWU01x14_079890.1	MYB	PanWU01x14_079890	OG0000505	TFDB	paran
PanWU01x14_082180.1	MYB	PanWU01x14_082180	OG0007607	TFDB	paran
PanWU01x14_086840.1	MYB	PanWU01x14_086840	OG0000857	TFDB	paran
PanWU01x14_091940.1	MYB	PanWU01x14_091940	OG0015863	TFDB	paran
PanWU01x14_091960.1	MYB	PanWU01x14_091960	OG0022336	TFDB	paran
PanWU01x14_093130.1	MYB	PanWU01x14_093130	OG0001359	TFDB	paran
PanWU01x14_097500.1	MYB	PanWU01x14_097500	OG0003838	TFDB	paran
PanWU01x14_103250.1	MYB	PanWU01x14_103250	OG0017022	TFDB	paran
PanWU01x14_103270.1	MYB	PanWU01x14_103270	OG0017022	TFDB	paran
PanWU01x14_103280.1	MYB	PanWU01x14_103280	OG0021991	TFDB	paran
PanWU01x14_109110.1	MYB	PanWU01x14_109110	OG0001385	TFDB	paran
PanWU01x14_111440.1	MYB	PanWU01x14_111440	OG0010350	TFDB	paran
PanWU01x14_115920.1	MYB	PanWU01x14_115920	OG0000445	TFDB	paran
PanWU01x14_118320.1	MYB	PanWU01x14_118320	OG0001486	TFDB	paran
PanWU01x14_120670.1	MYB	PanWU01x14_120670	OG0000671	TFDB	paran
PanWU01x14_124030.1	MYB	PanWU01x14_124030	OG0007561	TFDB	paran
PanWU01x14_126500.1	MYB	PanWU01x14_126500	OG0003326	TFDB	paran
PanWU01x14_134850.1	MYB	PanWU01x14_134850	OG0005267	TFDB	paran
PanWU01x14_137400.1	MYB	PanWU01x14_137400	OG0000726	TFDB	paran
PanWU01x14_138170.1	MYB	PanWU01x14_138170	OG0000445	TFDB	paran
PanWU01x14_138350.1	MYB	PanWU01x14_138350	OG0000372	TFDB	paran
PanWU01x14_139980.1	MYB	PanWU01x14_139980	OG0011116	TFDB	paran
PanWU01x14_140910.1	MYB	PanWU01x14_140910	OG0010223	TFDB	paran
PanWU01x14_142060.1	MYB	PanWU01x14_142060	OG0002909	TFDB	paran
PanWU01x14_143370.1	MYB	PanWU01x14_143370	OG0007751	TFDB	paran
PanWU01x14_144300.1	MYB	PanWU01x14_144300	OG0000671	TFDB	paran
PanWU01x14_144610.1	MYB	PanWU01x14_144610	OG0021229	TFDB	paran
PanWU01x14_148160.1	MYB	PanWU01x14_148160	OG0012095	TFDB	paran
PanWU01x14_150200.1	MYB	PanWU01x14_150200	OG0007166	TFDB	paran
PanWU01x14_159410.1	MYB	PanWU01x14_159410	OG0011067	TFDB	paran
PanWU01x14_161700.1	MYB	PanWU01x14_161700	OG0001270	TFDB	paran
PanWU01x14_163190.1	MYB	PanWU01x14_163190	OG0003682	TFDB	paran
PanWU01x14_165850.1	MYB	PanWU01x14_165850	OG0007069	TFDB	paran
PanWU01x14_171530.1	MYB	PanWU01x14_171530	OG0001486	TFDB	paran
PanWU01x14_174950.1	MYB	PanWU01x14_174950	OG0001027	TFDB	paran
PanWU01x14_182530.1	MYB	PanWU01x14_182530	OG0002420	TFDB	paran
PanWU01x14_184460.1	MYB	PanWU01x14_184460	OG0006239	TFDB	paran
PanWU01x14_185250.1	MYB	PanWU01x14_185250	OG0021949	TFDB	paran
PanWU01x14_187410.1	MYB	PanWU01x14_187410	OG0003496	TFDB	paran
PanWU01x14_187900.1	MYB	PanWU01x14_187900	OG0000726	TFDB	paran
PanWU01x14_187920.1	MYB	PanWU01x14_187920	OG0007865	TFDB	paran
PanWU01x14_196790.1	MYB	PanWU01x14_196790	OG0004639	TFDB	paran
PanWU01x14_197010.1	MYB	PanWU01x14_197010	OG0009841	TFDB	paran
PanWU01x14_198690.1	MYB	PanWU01x14_198690	OG0002764	TFDB	paran
PanWU01x14_199650.1	MYB	PanWU01x14_199650	OG0002420	TFDB	paran
PanWU01x14_206060.1	MYB	PanWU01x14_206060	OG0006098	TFDB	paran
PanWU01x14_208840.1	MYB	PanWU01x14_208840	OG0001910	TFDB	paran
PanWU01x14_208960.1	MYB	PanWU01x14_208960	OG0003337	TFDB	paran
PanWU01x14_215630.1	MYB	PanWU01x14_215630	OG0001359	TFDB	paran
PanWU01x14_222560.1	MYB	PanWU01x14_222560	OG0024002	TFDB	paran
PanWU01x14_229900.1	MYB	PanWU01x14_229900	OG0003702	TFDB	paran
PanWU01x14_230880.1	MYB	PanWU01x14_230880	OG0014840	TFDB	paran
PanWU01x14_231100.1	MYB	PanWU01x14_231100	OG0001177	TFDB	paran
PanWU01x14_232840.1	MYB	PanWU01x14_232840	OG0010989	TFDB	paran
PanWU01x14_233200.1	MYB	PanWU01x14_233200	OG0001385	TFDB	paran
PanWU01x14_233970.1	MYB	PanWU01x14_233970	OG0000831	TFDB	paran
PanWU01x14_238260.1	MYB	PanWU01x14_238260	OG0001730	TFDB	paran
PanWU01x14_242860.1	MYB	PanWU01x14_242860	OG0003208	TFDB	paran
PanWU01x14_245980.1	MYB	PanWU01x14_245980	OG0009648	TFDB	paran
PanWU01x14_247240.1	MYB	PanWU01x14_247240	OG0002413	TFDB	paran
PanWU01x14_259100.1	MYB	PanWU01x14_259100	OG0003915	TFDB	paran
PanWU01x14_269660.1	MYB	PanWU01x14_269660	OG0009562	TFDB	paran
PanWU01x14_273330.1	MYB	PanWU01x14_273330	OG0000505	TFDB	paran
PanWU01x14_275910.1	MYB	PanWU01x14_275910	OG0000857	TFDB	paran
PanWU01x14_277330.1	MYB	PanWU01x14_277330	OG0004235	TFDB	paran
PanWU01x14_278170.1	MYB	PanWU01x14_278170	OG0012706	TFDB	paran
PanWU01x14_278600.1	MYB	PanWU01x14_278600	OG0003702	TFDB	paran
PanWU01x14_279920.1	MYB	PanWU01x14_279920	OG0001027	TFDB	paran
PanWU01x14_288840.1	MYB	PanWU01x14_288840	OG0000726	TFDB	paran
PanWU01x14_298390.1	MYB	PanWU01x14_298390	OG0002164	TFDB	paran
PanWU01x14_298790.1	MYB	PanWU01x14_298790	OG0019060	TFDB	paran
PanWU01x14_298990.1	MYB	PanWU01x14_298990	OG0003174	TFDB	paran
PanWU01x14_302940.1	MYB	PanWU01x14_302940	OG0023222	TFDB	paran
PanWU01x14_308950.1	MYB	PanWU01x14_308950	OG0001190	TFDB	paran
PanWU01x14_311560.1	MYB	PanWU01x14_311560	OG0004868	TFDB	paran
PanWU01x14_311600.1	MYB	PanWU01x14_311600	OG0006831	TFDB	paran
PanWU01x14_311910.1	MYB	PanWU01x14_311910	OG0005384	TFDB	paran
PanWU01x14_313060.1	MYB	PanWU01x14_313060	OG0002284	TFDB	paran
PanWU01x14_316530.1	MYB	PanWU01x14_316530	OG0014979	TFDB	paran
PanWU01x14_321560.1	MYB	PanWU01x14_321560	OG0005018	TFDB	paran
